state_ab,county,tvdma
NY,QUEENS,"New York, NY - CT - NJ - PA DMA"
NY,RENSSELAER,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,RICHMOND,"New York, NY - CT - NJ - PA DMA"
NY,ROCKLAND,"New York, NY - CT - NJ - PA DMA"
NY,ST LAWRENCE,"Watertown, NY DMA"
NY,SARATOGA,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,SCHENECTADY,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,SCHOHARIE,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,SCHUYLER,"Elmira, NY - PA DMA"
NY,SENECA,"Syracuse, NY DMA*"
NY,STEUBEN,"Elmira, NY - PA DMA"
NY,SUFFOLK,"New York, NY - CT - NJ - PA DMA"
NY,SULLIVAN,"New York, NY - CT - NJ - PA DMA"
NY,TIOGA,"Binghamton, NY DMA"
NY,TOMPKINS,"Syracuse, NY DMA*"
NY,ULSTER,"New York, NY - CT - NJ - PA DMA"
NY,WARREN,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,WASHINGTON,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,WAYNE,"Rochester, NY DMA"
NY,WESTCHESTER,"New York, NY - CT - NJ - PA DMA"
NY,WYOMING,"Buffalo, NY - PA DMA"
NY,YATES,"Rochester, NY DMA"
NC,ALAMANCE,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,ALEXANDER,"Charlotte, NC - SC DMA"
NC,ALLEGHANY,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,ANSON,"Charlotte, NC - SC DMA"
NC,ASHE,"Charlotte, NC - SC DMA"
NC,AVERY,"Charlotte, NC - SC DMA"
NC,BEAUFORT,"Greenville - New Bern - Washington, NC DMA"
NC,BERTIE,"Greenville - New Bern - Washington, NC DMA"
NC,BLADEN,"Wilmington, NC DMA"
NC,BRUNSWICK,"Wilmington, NC DMA"
NC,BUNCOMBE,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,BURKE,"Charlotte, NC - SC DMA"
NC,CABARRUS,"Charlotte, NC - SC DMA"
NC,CALDWELL,"Charlotte, NC - SC DMA"
NC,CAMDEN,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
NC,CARTERET,"Greenville - New Bern - Washington, NC DMA"
NC,CASWELL,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,CATAWBA,"Charlotte, NC - SC DMA"
NC,CHATHAM,"Raleigh - Durham, NC - VA DMA"
NC,CHEROKEE,"Chattanooga, TN - GA - NC DMA"
NC,CHOWAN,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
NC,CLAY,"Atlanta, GA - AL - NC DMA"
NC,CLEVELAND,"Charlotte, NC - SC DMA"
NC,COLUMBUS,"Wilmington, NC DMA"
NC,CRAVEN,"Greenville - New Bern - Washington, NC DMA"
NC,CUMBERLAND,"Raleigh - Durham, NC - VA DMA"
NC,CURRITUCK,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
NC,DARE,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
NC,DAVIDSON,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,DAVIE,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,DUPLIN,"Greenville - New Bern - Washington, NC DMA"
NC,DURHAM,"Raleigh - Durham, NC - VA DMA"
NC,EDGECOMBE,"Raleigh - Durham, NC - VA DMA"
NC,FORSYTH,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,FRANKLIN,"Raleigh - Durham, NC - VA DMA"
NC,GASTON,"Charlotte, NC - SC DMA"
NC,GATES,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
NC,GRAHAM,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,GRANVILLE,"Raleigh - Durham, NC - VA DMA"
NC,GREENE,"Greenville - New Bern - Washington, NC DMA"
NC,GUILFORD,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,HALIFAX,"Raleigh - Durham, NC - VA DMA"
NC,HARNETT,"Raleigh - Durham, NC - VA DMA"
NC,HAYWOOD,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,HENDERSON,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,HERTFORD,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
NC,HOKE,"Raleigh - Durham, NC - VA DMA"
NC,HYDE,"Greenville - New Bern - Washington, NC DMA"
NC,IREDELL,"Charlotte, NC - SC DMA"
NC,JACKSON,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,JOHNSTON,"Raleigh - Durham, NC - VA DMA"
NC,JONES,"Greenville - New Bern - Washington, NC DMA"
NC,LEE,"Raleigh - Durham, NC - VA DMA"
NC,LENOIR,"Greenville - New Bern - Washington, NC DMA"
NC,LINCOLN,"Charlotte, NC - SC DMA"
NC,MCDOWELL,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,MACON,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,MADISON,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,MARTIN,"Greenville - New Bern - Washington, NC DMA"
NC,MECKLENBURG,"Charlotte, NC - SC DMA"
NC,MITCHELL,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,MONTGOMERY,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,MOORE,"Raleigh - Durham, NC - VA DMA"
NC,NASH,"Raleigh - Durham, NC - VA DMA"
NC,NEW HANOVER,"Wilmington, NC DMA"
NC,NORTHAMPTON,"Raleigh - Durham, NC - VA DMA"
NC,ONSLOW,"Greenville - New Bern - Washington, NC DMA"
NC,ORANGE,"Raleigh - Durham, NC - VA DMA"
NC,PAMLICO,"Greenville - New Bern - Washington, NC DMA"
NC,PASQUOTANK,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
NC,PENDER,"Wilmington, NC DMA"
NC,PERQUIMANS,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
NC,PERSON,"Raleigh - Durham, NC - VA DMA"
NC,PITT,"Greenville - New Bern - Washington, NC DMA"
NC,POLK,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,RANDOLPH,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,RICHMOND,"Charlotte, NC - SC DMA"
NC,ROBESON,"Florence - Myrtle Beach, SC - NC DMA"
NC,ROCKINGHAM,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,ROWAN,"Charlotte, NC - SC DMA"
NC,RUTHERFORD,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,SAMPSON,"Raleigh - Durham, NC - VA DMA"
NC,SCOTLAND,"Florence - Myrtle Beach, SC - NC DMA"
NC,STANLY,"Charlotte, NC - SC DMA"
NC,STOKES,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,SURRY,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,SWAIN,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,TRANSYLVANIA,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
NC,TYRRELL,"Greenville - New Bern - Washington, NC DMA"
NC,UNION,"Charlotte, NC - SC DMA"
NC,VANCE,"Raleigh - Durham, NC - VA DMA"
NC,WAKE,"Raleigh - Durham, NC - VA DMA"
NC,WARREN,"Raleigh - Durham, NC - VA DMA"
NC,WASHINGTON,"Greenville - New Bern - Washington, NC DMA"
NC,WATAUGA,"Charlotte, NC - SC DMA"
NC,WAYNE,"Raleigh - Durham, NC - VA DMA"
NC,WILKES,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,WILSON,"Raleigh - Durham, NC - VA DMA"
NC,YADKIN,"Greensboro - H.Point - W.Salem, NC - VA DMA"
NC,YANCEY,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
ND,ADAMS,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,BARNES,"Fargo - Valley City, ND - MN DMA"
ND,BENSON,"Fargo - Valley City, ND - MN DMA"
ND,BILLINGS,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,BOTTINEAU,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,BOWMAN,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,BURKE,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,BURLEIGH,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,CASS,"Fargo - Valley City, ND - MN DMA"
ND,CAVALIER,"Fargo - Valley City, ND - MN DMA"
ND,DICKEY,"Fargo - Valley City, ND - MN DMA"
ND,DIVIDE,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,DUNN,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,EDDY,"Fargo - Valley City, ND - MN DMA"
ND,EMMONS,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,FOSTER,"Fargo - Valley City, ND - MN DMA"
ND,GOLDEN VALLEY,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,GRAND FORKS,"Fargo - Valley City, ND - MN DMA"
ND,GRANT,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,GRIGGS,"Fargo - Valley City, ND - MN DMA"
ND,HETTINGER,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,KIDDER,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,LA MOURE,"Fargo - Valley City, ND - MN DMA"
ND,LOGAN,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,MCHENRY,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,MCINTOSH,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,MCKENZIE,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,MCLEAN,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,MERCER,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,MORTON,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,MOUNTRAIL,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,NELSON,"Fargo - Valley City, ND - MN DMA"
ND,OLIVER,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,PEMBINA,"Fargo - Valley City, ND - MN DMA"
ND,PIERCE,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,RAMSEY,"Fargo - Valley City, ND - MN DMA"
ND,RANSOM,"Fargo - Valley City, ND - MN DMA"
ND,RENVILLE,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,RICHLAND,"Fargo - Valley City, ND - MN DMA"
ND,ROLETTE,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,SARGENT,"Fargo - Valley City, ND - MN DMA"
ND,SHERIDAN,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,SIOUX,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,SLOPE,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,STARK,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,STEELE,"Fargo - Valley City, ND - MN DMA"
ND,STUTSMAN,"Fargo - Valley City, ND - MN DMA"
ND,TOWNER,"Fargo - Valley City, ND - MN DMA"
ND,TRAILL,"Fargo - Valley City, ND - MN DMA"
ND,WALSH,"Fargo - Valley City, ND - MN DMA"
ND,WARD,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
ND,WELLS,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
OH,ADAMS,"Cincinnati, OH -IN - KY DMA"
OH,ALLEN,"Lima, OH DMA"
OH,ASHLAND,"Cleveland, OH DMA"
OH,ASHTABULA,"Cleveland, OH DMA"
OH,ATHENS,"Charleston - Huntington, WV - KY - OH DMA"
OH,AUGLAIZE,"Dayton, OH - IN DMA"
OH,BELMONT,"Wheeling - Steubenville, WV - OH DMA"
OH,BROWN,"Cincinnati, OH -IN - KY DMA"
OH,BUTLER,"Cincinnati, OH -IN - KY DMA"
OH,CARROLL,"Cleveland, OH DMA"
OH,CHAMPAIGN,"Dayton, OH - IN DMA"
OH,CLARK,"Dayton, OH - IN DMA"
OH,CLERMONT,"Cincinnati, OH -IN - KY DMA"
OH,CLINTON,"Cincinnati, OH -IN - KY DMA"
OH,COLUMBIANA,"Youngstown, OH - PA DMA"
OH,COSHOCTON,"Columbus, OH DMA"
OH,CRAWFORD,"Columbus, OH DMA"
OH,CUYAHOGA,"Cleveland, OH DMA"
OH,DARKE,"Dayton, OH - IN DMA"
OH,DEFIANCE,"Toledo, OH - MI DMA"
OH,DELAWARE,"Columbus, OH DMA"
OH,ERIE,"Cleveland, OH DMA"
OH,FAIRFIELD,"Columbus, OH DMA"
OH,FAYETTE,"Columbus, OH DMA"
OH,FRANKLIN,"Columbus, OH DMA"
OH,FULTON,"Toledo, OH - MI DMA"
OH,GALLIA,"Charleston - Huntington, WV - KY - OH DMA"
OH,GEAUGA,"Cleveland, OH DMA"
OH,GREENE,"Dayton, OH - IN DMA"
OH,GUERNSEY,"Wheeling - Steubenville, WV - OH DMA"
OH,HAMILTON,"Cincinnati, OH -IN - KY DMA"
OH,HANCOCK,"Toledo, OH - MI DMA"
OH,HARDIN,"Columbus, OH DMA"
OH,HARRISON,"Wheeling - Steubenville, WV - OH DMA"
OH,HENRY,"Toledo, OH - MI DMA"
OH,HIGHLAND,"Cincinnati, OH -IN - KY DMA"
OH,HOCKING,"Columbus, OH DMA"
OH,HOLMES,"Cleveland, OH DMA"
OH,HURON,"Cleveland, OH DMA"
OH,JACKSON,"Charleston - Huntington, WV - KY - OH DMA"
OH,JEFFERSON,"Wheeling - Steubenville, WV - OH DMA"
OH,KNOX,"Columbus, OH DMA"
OH,LAKE,"Cleveland, OH DMA"
OH,LAWRENCE,"Charleston - Huntington, WV - KY - OH DMA"
OH,LICKING,"Columbus, OH DMA"
OH,LOGAN,"Dayton, OH - IN DMA"
OH,LORAIN,"Cleveland, OH DMA"
OH,LUCAS,"Toledo, OH - MI DMA"
OH,MADISON,"Columbus, OH DMA"
OH,MAHONING,"Youngstown, OH - PA DMA"
OH,MARION,"Columbus, OH DMA"
OH,MEDINA,"Cleveland, OH DMA"
OH,MEIGS,"Charleston - Huntington, WV - KY - OH DMA"
OH,MERCER,"Dayton, OH - IN DMA"
OH,MIAMI,"Dayton, OH - IN DMA"
OH,MONROE,"Wheeling - Steubenville, WV - OH DMA"
OH,MONTGOMERY,"Dayton, OH - IN DMA"
OH,MORGAN,"Columbus, OH DMA"
OH,MORROW,"Columbus, OH DMA"
OH,MUSKINGUM,"Zanesville, OH DMA"
OH,NOBLE,"Wheeling - Steubenville, WV - OH DMA"
OH,OTTAWA,"Toledo, OH - MI DMA"
OH,PAULDING,"Ft. Wayne, IN - OH DMA"
OH,PERRY,"Columbus, OH DMA"
OH,PICKAWAY,"Columbus, OH DMA"
OH,PIKE,"Columbus, OH DMA"
OH,PORTAGE,"Cleveland, OH DMA"
OH,PREBLE,"Dayton, OH - IN DMA"
OH,PUTNAM,"Toledo, OH - MI DMA"
OH,RICHLAND,"Cleveland, OH DMA"
OH,ROSS,"Columbus, OH DMA"
OH,SANDUSKY,"Toledo, OH - MI DMA"
OH,SCIOTO,"Charleston - Huntington, WV - KY - OH DMA"
OH,SENECA,"Toledo, OH - MI DMA"
OH,SHELBY,"Dayton, OH - IN DMA"
OH,STARK,"Cleveland, OH DMA"
OH,SUMMIT,"Cleveland, OH DMA"
OH,TRUMBULL,"Youngstown, OH - PA DMA"
OH,TUSCARAWAS,"Cleveland, OH DMA"
OH,UNION,"Columbus, OH DMA"
OH,VAN WERT,"Ft. Wayne, IN - OH DMA"
OH,VINTON,"Charleston - Huntington, WV - KY - OH DMA"
OH,WARREN,"Cincinnati, OH -IN - KY DMA"
OH,WASHINGTON,"Parkersburg, WV - OH DMA"
OH,WAYNE,"Cleveland, OH DMA"
OH,WILLIAMS,"Toledo, OH - MI DMA"
OH,WOOD,"Toledo, OH - MI DMA"
OH,WYANDOT,"Toledo, OH - MI DMA"
OK,ADAIR,"Tulsa, OK - KS DMA"
OK,ALFALFA,"Oklahoma City, OK DMA"
OK,ATOKA,"Sherman - Ada, OK - TX DMA"
OK,BEAVER,"Amarillo, TX -NM - OK DMA"
OK,BECKHAM,"Oklahoma City, OK DMA"
OK,BLAINE,"Oklahoma City, OK DMA"
OK,BRYAN,"Sherman - Ada, OK - TX DMA"
OK,CADDO,"Oklahoma City, OK DMA"
OK,CANADIAN,"Oklahoma City, OK DMA"
OK,CARTER,"Sherman - Ada, OK - TX DMA"
OK,CHEROKEE,"Tulsa, OK - KS DMA"
OK,CHOCTAW,"Sherman - Ada, OK - TX DMA"
OK,CIMARRON,"Amarillo, TX -NM - OK DMA"
OK,CLEVELAND,"Oklahoma City, OK DMA"
OK,COAL,"Sherman - Ada, OK - TX DMA"
OK,COMANCHE,"Wichita Falls & Lawton, TX - OK DMA"
OK,COTTON,"Wichita Falls & Lawton, TX - OK DMA"
OK,CRAIG,"Tulsa, OK - KS DMA"
OK,CREEK,"Tulsa, OK - KS DMA"
OK,CUSTER,"Oklahoma City, OK DMA"
OK,DELAWARE,"Tulsa, OK - KS DMA"
OK,DEWEY,"Oklahoma City, OK DMA"
OK,ELLIS,"Oklahoma City, OK DMA"
OK,GARFIELD,"Oklahoma City, OK DMA"
OK,GARVIN,"Oklahoma City, OK DMA"
OK,GRADY,"Oklahoma City, OK DMA"
OK,GRANT,"Oklahoma City, OK DMA"
OK,GREER,"Oklahoma City, OK DMA"
OK,HARMON,"Oklahoma City, OK DMA"
OK,HARPER,"Oklahoma City, OK DMA"
OK,HASKELL,"Tulsa, OK - KS DMA"
OK,HUGHES,"Oklahoma City, OK DMA"
OK,JACKSON,"Wichita Falls & Lawton, TX - OK DMA"
OK,JEFFERSON,"Wichita Falls & Lawton, TX - OK DMA"
OK,JOHNSTON,"Sherman - Ada, OK - TX DMA"
OK,KAY,"Oklahoma City, OK DMA"
OK,KINGFISHER,"Oklahoma City, OK DMA"
OK,KIOWA,"Oklahoma City, OK DMA"
OK,LATIMER,"Tulsa, OK - KS DMA"
OK,LE FLORE,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA"
OK,LINCOLN,"Oklahoma City, OK DMA"
OK,LOGAN,"Oklahoma City, OK DMA"
OK,LOVE,"Sherman - Ada, OK - TX DMA"
OK,MCCLAIN,"Oklahoma City, OK DMA"
OK,MCCURTAIN,"Shreveport, LA - AR - OK - TX DMA"
OK,MCINTOSH,"Tulsa, OK - KS DMA"
OK,MAJOR,"Oklahoma City, OK DMA"
OK,MARSHALL,"Sherman - Ada, OK - TX DMA"
OK,MAYES,"Tulsa, OK - KS DMA"
OK,MURRAY,"Oklahoma City, OK DMA"
OK,MUSKOGEE,"Tulsa, OK - KS DMA"
OK,NOBLE,"Oklahoma City, OK DMA"
OK,NOWATA,"Tulsa, OK - KS DMA"
OK,OKFUSKEE,"Tulsa, OK - KS DMA"
OK,OKLAHOMA,"Oklahoma City, OK DMA"
OK,OKMULGEE,"Tulsa, OK - KS DMA"
OK,OSAGE,"Tulsa, OK - KS DMA"
OK,OTTAWA,"Joplin - Pittsburg, MO - KS - OK DMA"
OK,PAWNEE,"Tulsa, OK - KS DMA"
OK,PAYNE,"Oklahoma City, OK DMA"
OK,PITTSBURG,"Tulsa, OK - KS DMA"
OK,PONTOTOC,"Sherman - Ada, OK - TX DMA"
OK,POTTAWATOMIE,"Oklahoma City, OK DMA"
OK,PUSHMATAHA,"Sherman - Ada, OK - TX DMA"
OK,ROGER MILLS,"Oklahoma City, OK DMA"
OK,ROGERS,"Tulsa, OK - KS DMA"
OK,SEMINOLE,"Oklahoma City, OK DMA"
OK,SEQUOYAH,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA"
OK,STEPHENS,"Wichita Falls & Lawton, TX - OK DMA"
OK,TEXAS,"Amarillo, TX -NM - OK DMA"
OK,TILLMAN,"Wichita Falls & Lawton, TX - OK DMA"
OK,TULSA,"Tulsa, OK - KS DMA"
OK,WAGONER,"Tulsa, OK - KS DMA"
OK,WASHINGTON,"Tulsa, OK - KS DMA"
OK,WASHITA,"Oklahoma City, OK DMA"
OK,WOODS,"Oklahoma City, OK DMA"
OK,WOODWARD,"Oklahoma City, OK DMA"
OR,BAKER,"Portland, OR - WA DMA"
OR,BENTON,"Eugene, OR DMA"
OR,CLACKAMAS,"Portland, OR - WA DMA"
OR,CLATSOP,"Portland, OR - WA DMA"
OR,COLUMBIA,"Portland, OR - WA DMA"
OR,COOS,"Eugene, OR DMA"
OR,CROOK,"Portland, OR - WA DMA"
OR,CURRY,"Medford - Klamath Falls, OR - CA DMA"
OR,DESCHUTES,"Bend, OR DMA"
OR,DOUGLAS,"Eugene, OR DMA"
OR,GILLIAM,"Portland, OR - WA DMA"
OR,GRANT,"Boise, ID - OR DMA"
OR,HARNEY,"Portland, OR - WA DMA"
OR,HOOD RIVER,"Portland, OR - WA DMA"
OR,JACKSON,"Medford - Klamath Falls, OR - CA DMA"
OR,JEFFERSON,"Portland, OR - WA DMA"
OR,JOSEPHINE,"Medford - Klamath Falls, OR - CA DMA"
OR,KLAMATH,"Medford - Klamath Falls, OR - CA DMA"
OR,LAKE,"Medford - Klamath Falls, OR - CA DMA"
OR,LANE,"Eugene, OR DMA"
OR,LINCOLN,"Portland, OR - WA DMA"
OR,LINN,"Portland, OR - WA DMA"
OR,MALHEUR,"Boise, ID - OR DMA"
OR,MARION,"Portland, OR - WA DMA"
OR,MORROW,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
OR,MULTNOMAH,"Portland, OR - WA DMA"
OR,POLK,"Portland, OR - WA DMA"
OR,SHERMAN,"Portland, OR - WA DMA"
OR,TILLAMOOK,"Portland, OR - WA DMA"
OR,UMATILLA,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
OR,UNION,"Portland, OR - WA DMA"
OR,WALLOWA,"Spokane, WA - ID - MT - OR DMA"
OR,WASCO,"Portland, OR - WA DMA"
OR,WASHINGTON,"Portland, OR - WA DMA"
OR,WHEELER,"Portland, OR - WA DMA"
OR,YAMHILL,"Portland, OR - WA DMA"
PA,ADAMS,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
PA,ALLEGHENY,"Pittsburgh, PA - MD- WV DMA"
PA,ARMSTRONG,"Pittsburgh, PA - MD- WV DMA"
PA,BEAVER,"Pittsburgh, PA - MD- WV DMA"
PA,BEDFORD,"Johnstown - Altoona, PA DMA"
PA,BERKS,"Philadelphia, PA - DE - NJ DMA"
PA,BLAIR,"Johnstown - Altoona, PA DMA"
PA,BRADFORD,"Wilkes Barre - Scranton, PA DMA"
PA,BUCKS,"Philadelphia, PA - DE - NJ DMA"
PA,BUTLER,"Pittsburgh, PA - MD- WV DMA"
PA,CAMBRIA,"Johnstown - Altoona, PA DMA"
PA,CAMERON,"Johnstown - Altoona, PA DMA"
PA,CARBON,"Wilkes Barre - Scranton, PA DMA"
PA,CENTRE,"Johnstown - Altoona, PA DMA"
PA,CHESTER,"Philadelphia, PA - DE - NJ DMA"
PA,CLARION,"Pittsburgh, PA - MD- WV DMA"
PA,CLEARFIELD,"Johnstown - Altoona, PA DMA"
PA,CLINTON,"Wilkes Barre - Scranton, PA DMA"
PA,COLUMBIA,"Wilkes Barre - Scranton, PA DMA"
PA,CRAWFORD,"Erie, PA DMA"
PA,CUMBERLAND,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
PA,DAUPHIN,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
PA,DELAWARE,"Philadelphia, PA - DE - NJ DMA"
PA,ELK,"Johnstown - Altoona, PA DMA"
PA,ERIE,"Erie, PA DMA"
PA,FAYETTE,"Pittsburgh, PA - MD- WV DMA"
PA,FOREST,"Johnstown - Altoona, PA DMA"
PA,FRANKLIN,"Washington, DC - MD - PA - VA - WV DMA"
PA,FULTON,"Washington, DC - MD - PA - VA - WV DMA"
PA,GREENE,"Pittsburgh, PA - MD- WV DMA"
PA,HUNTINGDON,"Johnstown - Altoona, PA DMA"
PA,INDIANA,"Pittsburgh, PA - MD- WV DMA"
PA,JEFFERSON,"Johnstown - Altoona, PA DMA"
PA,JUNIATA,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
PA,LACKAWANNA,"Wilkes Barre - Scranton, PA DMA"
PA,LANCASTER,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
PA,LAWRENCE,"Pittsburgh, PA - MD- WV DMA"
PA,LEBANON,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
PA,LEHIGH,"Philadelphia, PA - DE - NJ DMA"
PA,LUZERNE,"Wilkes Barre - Scranton, PA DMA"
PA,LYCOMING,"Wilkes Barre - Scranton, PA DMA"
PA,MCKEAN,"Buffalo, NY - PA DMA"
PA,MERCER,"Youngstown, OH - PA DMA"
PA,MIFFLIN,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
PA,MONROE,"Wilkes Barre - Scranton, PA DMA"
PA,MONTGOMERY,"Philadelphia, PA - DE - NJ DMA"
PA,MONTOUR,"Wilkes Barre - Scranton, PA DMA"
PA,NORTHAMPTON,"Philadelphia, PA - DE - NJ DMA"
PA,NORTHUMBERLAND,"Wilkes Barre - Scranton, PA DMA"
PA,PERRY,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
PA,PHILADELPHIA,"Philadelphia, PA - DE - NJ DMA"
PA,PIKE,"New York, NY - CT - NJ - PA DMA"
PA,POTTER,"Buffalo, NY - PA DMA"
PA,SCHUYLKILL,"Wilkes Barre - Scranton, PA DMA"
PA,SNYDER,"Wilkes Barre - Scranton, PA DMA"
PA,SOMERSET,"Johnstown - Altoona, PA DMA"
PA,SULLIVAN,"Wilkes Barre - Scranton, PA DMA"
PA,SUSQUEHANNA,"Wilkes Barre - Scranton, PA DMA"
PA,TIOGA,"Elmira, NY - PA DMA"
PA,UNION,"Wilkes Barre - Scranton, PA DMA"
PA,VENANGO,"Pittsburgh, PA - MD- WV DMA"
PA,WARREN,"Erie, PA DMA"
PA,WASHINGTON,"Pittsburgh, PA - MD- WV DMA"
PA,WAYNE,"Wilkes Barre - Scranton, PA DMA"
PA,WESTMORELAND,"Pittsburgh, PA - MD- WV DMA"
PA,WYOMING,"Wilkes Barre - Scranton, PA DMA"
PA,YORK,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
RI,BRISTOL,"Providence, RI - New Bedford, MA DMA"
RI,KENT,"Providence, RI - New Bedford, MA DMA"
RI,NEWPORT,"Providence, RI - New Bedford, MA DMA"
RI,PROVIDENCE,"Providence, RI - New Bedford, MA DMA"
RI,WASHINGTON,"Providence, RI - New Bedford, MA DMA"
SC,ABBEVILLE,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,AIKEN,"Augusta, GA - SC DMA"
SC,ALLENDALE,"Augusta, GA - SC DMA"
SC,ANDERSON,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,BAMBERG,"Augusta, GA - SC DMA"
SC,BARNWELL,"Augusta, GA - SC DMA"
SC,BEAUFORT,"Savannah, GA - SC DMA"
SC,BERKELEY,"Charleston, SC DMA"
SC,CALHOUN,"Columbia, SC DMA"
SC,CHARLESTON,"Charleston, SC DMA"
SC,CHEROKEE,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,CHESTER,"Charlotte, NC - SC DMA"
SC,CHESTERFIELD,"Charlotte, NC - SC DMA"
SC,CLARENDON,"Columbia, SC DMA"
SC,COLLETON,"Charleston, SC DMA"
SC,DARLINGTON,"Florence - Myrtle Beach, SC - NC DMA"
